grid_dim,n_train,n_holdout,n_test,p_features,polykernel_degree,polykernel_noise_half_width,SPOplus_spoloss_test,LS_spoloss_test,SSVM_spoloss_test,RF_spoloss_test,Absolute_spoloss_test,Huber_spoloss_test,Baseline_spoloss_test,SPOplus_hammingloss_test,LS_hammingloss_test,SSVM_hammingloss_test,RF_hammingloss_test,Absolute_hammingloss_test,Huber_hammingloss_test,Baseline_hammingloss_test,zstar_avg_test
2,1000,250,10000,5,8,0,1064.029754234869,3130.747586049011,1153.1175708871367,1801.7316496825974,2062.915205320497,2775.7014604312412,9992.481073896677,0.1502,0.389,0.1746,0.2998,0.314,0.33,1.0986,20768.48586008665
2,1000,250,10000,5,8,0,455.4782439378255,1602.159707410013,831.2676207025738,623.6192120470063,455.98000764820426,455.98000764820426,10616.645249451567,0.1352,0.317,0.1256,0.1464,0.1662,0.1662,0.9312,26908.505582210815
2,1000,250,10000,5,8,0.5,1566.8687306301376,3401.409919277697,1500.4344918103145,1673.0562469951315,1492.76517361504,2288.0104449053524,9195.284099952798,0.2656,0.4284,0.2664,0.3424,0.3172,0.349,1.1392,20137.53680903902
2,1000,250,10000,5,8,0.5,2121.3044391896856,3319.201704531639,1952.1124956742153,2792.2540803388515,2342.835364873475,2367.469108582629,5487.646991891074,0.386,0.5212,0.367,0.4928,0.4372,0.4396,0.9464,24086.08639569232
2,1000,250,10000,5,8,0.5,1873.4480577616036,1934.8545757350425,1904.8995628532612,2147.317605770657,2140.2456660178427,2134.9537676858804,17088.467123485352,0.2616,0.277,0.2588,0.3134,0.2732,0.2772,1.1376,26599.98823420316
2,1000,250,10000,5,8,0.5,1663.596578455221,3417.1075471870126,1660.2122262219398,1857.9359572483781,1648.1407051745002,2459.2308973721965,7607.0195251807945,0.2658,0.3918,0.2606,0.341,0.3202,0.3272,0.917,16564.870671408473
2,1000,250,10000,5,8,0.5,844.8284417928927,1992.3796520941828,770.0036748918463,1272.973767942932,1124.8124739652849,1203.3788784337237,4174.618333881867,0.3358,0.489,0.322,0.4192,0.3574,0.3804,1.0064,18431.795387318532
2,100,25,10000,5,1,0,3.3930210875723786e-6,0,7.098081617865662e-4,0.032145462153764605,0,0.3979774819092059,0.3979774819092059,6e-4,0,0.0402,0.2486,0,0.9958,0.9958,7.594676834918863
2,100,25,10000,5,1,0,1.4504880879538716e-4,0,0.002388782959563749,0.032132449432937527,0,0.25428259034758166,0.25725802088992145,0.0266,0,0.0876,0.299,0,0.9972,1.0028,7.736055597677291
2,100,25,10000,5,1,0,7.447345269127154e-5,0,4.148135973794643e-4,0.026766596500718668,0,0.39566629819586563,0.39566629819586563,0.016,0,0.0322,0.2154,0,1.0044,1.0044,7.613148832362724
2,100,25,10000,5,1,0,1.091590807344172e-4,0,0.0016394514318945124,0.021281766210262083,0,0.2537356165961341,0.2537356165961341,0.0222,0,0.0716,0.2556,0,1.0074,1.0074,7.747335316497501
2,100,25,10000,5,1,0,4.872400928088272e-6,0,1.0142097087216229e-4,0.022531549901491522,0,0.30033416883150543,0.30717237749119625,0.001,0,0.0164,0.2352,0,0.9978,1.0022,7.67898769297708
2,100,25,10000,5,1,0.5,0.6077276880348768,1.078008320698229,1.0670396496885117,0.7712833923609319,1.078008320698229,1.069064094796481,1.078008320698229,0.7232,1.0216,0.9784,0.8232,1.0216,1.0156,1.0216,6.921118833607451
2,100,25,10000,5,1,0.5,0.8626614872026006,0.8800421672277966,0.8536332761617498,0.8530617030985755,0.8180542986841777,0.8180542986841777,0.9684075869509292,0.9232,0.9352,0.9186,0.9208,0.895,0.895,0.9908,7.023724730352347
2,100,25,10000,5,1,0.5,0.7951650882862242,0.7936871972802394,0.7826757826664988,0.8756506833878215,0.9090130036770728,0.9090130036770728,1.0036281365962336,0.883,0.8782,0.873,0.9266,0.9566,0.9566,0.999,7.026710018287132
2,100,25,10000,5,1,0.5,0.807848975722672,0.8677130716435307,0.7722444559314832,0.8559304798239813,0.8213790853656843,0.8213790853656843,0.9534559337070918,0.8934,0.9392,0.876,0.9242,0.9006,0.9006,0.9924,7.0484505970267275
2,100,25,10000,5,1,0.5,0.6230297069442803,0.6078124899554244,0.6497579329509325,0.6434625652394563,0.6084889539940891,0.6110333945876057,1.0690316462550322,0.7308,0.7252,0.7472,0.7446,0.7236,0.7272,1.0088,6.946995624345037
2,100,25,10000,5,2,0,0.01603124393963167,0.024627407560345083,0.04762900805039535,0.21733736201773246,0.016581485001890838,0.016581485001890838,1.7568249389449075,0.0788,0.112,0.1412,0.284,0.0806,0.0806,0.9734,18.620040520021103
2,100,25,10000,5,2,0,0.017901830710490226,0.05792427452474157,0.02110055883294887,0.4109472995402396,0.03811750044193989,0.03811750044193989,1.7522956691155294,0.0712,0.1496,0.081,0.4048,0.1202,0.1202,1.022,19.025642040973786
2,100,25,10000,5,2,0,2.9441608904859953e-4,0.006308396036488612,0.001540882326454399,0.36026709513373856,0.0013040898535622361,0.0013040898535622361,1.9258759100494587,0.0124,0.0518,0.027,0.3932,0.0244,0.0244,0.9898,19.40839381020066
2,100,25,10000,5,2,0,0.0507580621009014,0.061013397273726434,0.047965900865533685,0.24167232832813648,0.03511309461835407,0.03511309461835407,1.7376886832015073,0.1262,0.1542,0.1224,0.3224,0.1066,0.1066,1.0412,19.247938228903312
